config_id,best_file,best_rtt,num_tasks,connection_probability,client_percentage,server_percentage,dnn1_per_server,dnn1_per_client,dnn1_initial_queue,dnn2_initial_queue
ds_0183,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0184,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0185,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0186,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0187,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0188,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0189,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0190,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0191,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0192,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0193,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0194,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0195,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0196,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0197,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0198,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0199,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0200,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0201,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0202,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0203,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0204,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0205,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0206,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0207,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0208,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0209,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0210,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0211,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0212,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0213,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0214,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0215,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
