dataset_id,num_tasks,task_ids,optimal_rtt,placement_plan,task_types
ds_00957,5,"(0, 1, 2, 3, 4)",3.0721402507004902,"{'0': [17, 83], '1': [13, 64], '2': [15, 78], '3': [11, 54], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00103,5,"(0, 1, 2, 3, 4)",2.3118770553781505,"{'0': [17, 84], '1': [13, 67], '2': [11, 55], '3': [4, 22], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00728,5,"(0, 1, 2, 3, 4)",0.5314615928449085,"{'0': [0, 0], '1': [14, 68], '2': [13, 65], '3': [2, 14], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00352,5,"(0, 1, 2, 3, 4)",1.2737380746167557,"{'0': [6, 30], '1': [11, 59], '2': [14, 74], '3': [4, 21], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00153,5,"(0, 1, 2, 3, 4)",2.9580830129140487,"{'0': [17, 84], '1': [16, 82], '2': [11, 56], '3': [4, 20], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00976,5,"(0, 1, 2, 3, 4)",1.077639107755942,"{'0': [1, 4], '1': [16, 79], '2': [16, 80], '3': [14, 72], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00298,5,"(0, 1, 2, 3, 4)",1.0210674372069461,"{'0': [11, 53], '1': [1, 5], '2': [16, 80], '3': [17, 83], '4': [10, 51]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00190,5,"(0, 1, 2, 3, 4)",8.79939649205298,"{'0': [13, 65], '1': [11, 54], '2': [17, 84], '3': [1, 5], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00428,5,"(0, 1, 2, 3, 4)",1.3194547037593543,"{'0': [16, 79], '1': [17, 83], '2': [18, 93], '3': [2, 14], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00784,5,"(0, 1, 2, 3, 4)",4.706587441514087,"{'0': [2, 14], '1': [0, 2], '2': [14, 71], '3': [11, 57], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01112,5,"(0, 1, 2, 3, 4)",2.55273249004064,"{'0': [6, 32], '1': [11, 56], '2': [11, 55], '3': [4, 22], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00408,5,"(0, 1, 2, 3, 4)",2.569970311251599,"{'0': [0, 1], '1': [17, 85], '2': [12, 63], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01023,5,"(0, 1, 2, 3, 4)",9.86075588596155,"{'0': [15, 78], '1': [10, 52], '2': [1, 5], '3': [16, 82], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01061,5,"(0, 1, 2, 3, 4)",3.0585244013001867,"{'0': [11, 58], '1': [4, 20], '2': [14, 75], '3': [1, 5], '4': [14, 74]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00685,5,"(0, 1, 2, 3, 4)",2.566509509852805,"{'0': [17, 83], '1': [5, 29], '2': [17, 85], '3': [14, 70], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00828,5,"(0, 1, 2, 3, 4)",5.850838553367351,"{'0': [0, 0], '1': [1, 4], '2': [11, 54], '3': [2, 14], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00242,5,"(0, 1, 2, 3, 4)",4.836240406186554,"{'0': [16, 80], '1': [11, 56], '2': [14, 72], '3': [16, 82], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00857,5,"(0, 1, 2, 3, 4)",1.3479151057274388,"{'0': [17, 83], '1': [10, 49], '2': [15, 78], '3': [14, 70], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00092,5,"(0, 1, 2, 3, 4)",2.255410049962121,"{'0': [16, 79], '1': [17, 85], '2': [17, 86], '3': [4, 21], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00073,5,"(0, 1, 2, 3, 4)",4.166492648772988,"{'0': [11, 54], '1': [13, 67], '2': [1, 7], '3': [4, 21], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00918,5,"(0, 1, 2, 3, 4)",1.3861298821887627,"{'0': [0, 1], '1': [1, 6], '2': [12, 63], '3': [15, 78], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01080,5,"(0, 1, 2, 3, 4)",1.249734633724282,"{'0': [14, 72], '1': [11, 58], '2': [11, 60], '3': [14, 74], '4': [14, 73]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00558,5,"(0, 1, 2, 3, 4)",0.7691732685195537,"{'0': [0, 1], '1': [1, 5], '2': [12, 63], '3': [16, 81], '4': [7, 36]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00030,5,"(0, 1, 2, 3, 4)",5.48475742413425,"{'0': [13, 65], '1': [11, 54], '2': [17, 84], '3': [1, 7], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00795,5,"(0, 1, 2, 3, 4)",1.0796947577230245,"{'0': [0, 1], '1': [5, 29], '2': [4, 22], '3': [1, 7], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01058,5,"(0, 1, 2, 3, 4)",2.3264426611242706,"{'0': [11, 54], '1': [1, 4], '2': [12, 63], '3': [13, 64], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00291,5,"(0, 1, 2, 3, 4)",4.469123537916895,"{'0': [1, 6], '1': [4, 22], '2': [14, 70], '3': [1, 7], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00764,5,"(0, 1, 2, 3, 4)",4.587647244179287,"{'0': [2, 14], '1': [0, 0], '2': [4, 24], '3': [16, 80], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01024,5,"(0, 1, 2, 3, 4)",3.615418042669667,"{'0': [13, 66], '1': [11, 54], '2': [16, 82], '3': [10, 52], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01041,5,"(0, 1, 2, 3, 4)",1.326952295410827,"{'0': [11, 56], '1': [4, 21], '2': [17, 85], '3': [1, 7], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00658,5,"(0, 1, 2, 3, 4)",1.455851914980029,"{'0': [17, 83], '1': [1, 4], '2': [13, 65], '3': [2, 14], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00296,5,"(0, 1, 2, 3, 4)",1.2668658574311615,"{'0': [1, 5], '1': [14, 68], '2': [11, 53], '3': [11, 56], '4': [10, 51]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00919,5,"(0, 1, 2, 3, 4)",1.86800515871946,"{'0': [15, 78], '1': [3, 16], '2': [12, 63], '3': [13, 65], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00323,5,"(0, 1, 2, 3, 4)",2.838594460519177,"{'0': [16, 80], '1': [16, 81], '2': [1, 7], '3': [4, 22], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00632,5,"(0, 1, 2, 3, 4)",9.465631586591424,"{'0': [16, 81], '1': [16, 82], '2': [11, 57], '3': [13, 67], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00142,5,"(0, 1, 2, 3, 4)",3.7195864916695487,"{'0': [6, 31], '1': [17, 86], '2': [17, 85], '3': [4, 24], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00399,5,"(0, 1, 2, 3, 4)",1.950940886189028,"{'0': [2, 14], '1': [3, 15], '2': [15, 78], '3': [16, 80], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00850,5,"(0, 1, 2, 3, 4)",4.907729622877927,"{'0': [11, 56], '1': [17, 85], '2': [14, 71], '3': [1, 7], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00597,5,"(0, 1, 2, 3, 4)",1.83078202154788,"{'0': [12, 63], '1': [16, 80], '2': [13, 65], '3': [11, 57], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00793,5,"(0, 1, 2, 3, 4)",0.9627353060730399,"{'0': [17, 84], '1': [11, 57], '2': [1, 7], '3': [4, 21], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00833,5,"(0, 1, 2, 3, 4)",1.2261074478225018,"{'0': [13, 66], '1': [11, 59], '2': [11, 60], '3': [14, 75], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00659,5,"(0, 1, 2, 3, 4)",1.8978760394318255,"{'0': [2, 14], '1': [10, 49], '2': [16, 80], '3': [17, 83], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00140,5,"(0, 1, 2, 3, 4)",3.0335531654458134,"{'0': [13, 67], '1': [11, 56], '2': [17, 85], '3': [1, 9], '4': [14, 70]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00615,5,"(0, 1, 2, 3, 4)",2.487041204013691,"{'0': [0, 0], '1': [5, 29], '2': [4, 21], '3': [1, 7], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00910,5,"(0, 1, 2, 3, 4)",0.868261689039431,"{'0': [11, 56], '1': [17, 85], '2': [14, 71], '3': [1, 9], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00768,5,"(0, 1, 2, 3, 4)",0.484884989351169,"{'0': [0, 0], '1': [1, 4], '2': [16, 79], '3': [2, 14], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00762,5,"(0, 1, 2, 3, 4)",4.340751504740082,"{'0': [16, 79], '1': [17, 84], '2': [11, 54], '3': [4, 23], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00998,5,"(0, 1, 2, 3, 4)",0.6558194829271136,"{'0': [0, 1], '1': [1, 4], '2': [12, 63], '3': [13, 66], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01038,5,"(0, 1, 2, 3, 4)",1.0118870393752704,"{'0': [11, 55], '1': [11, 53], '2': [10, 50], '3': [13, 64], '4': [14, 74]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00723,5,"(0, 1, 2, 3, 4)",2.4703798594046917,"{'0': [17, 83], '1': [17, 85], '2': [1, 7], '3': [4, 24], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01077,5,"(0, 1, 2, 3, 4)",1.0355507599363711,"{'0': [10, 50], '1': [15, 78], '2': [12, 63], '3': [17, 85], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00212,5,"(0, 1, 2, 3, 4)",2.8154047650376457,"{'0': [13, 64], '1': [11, 56], '2': [14, 72], '3': [4, 21], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00294,5,"(0, 1, 2, 3, 4)",4.300860708623278,"{'0': [2, 14], '1': [0, 1], '2': [4, 22], '3': [13, 66], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00741,5,"(0, 1, 2, 3, 4)",0.7581380893681479,"{'0': [14, 74], '1': [4, 21], '2': [11, 57], '3': [14, 75], '4': [7, 36]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00456,5,"(0, 1, 2, 3, 4)",1.5411131632992978,"{'0': [1, 5], '1': [13, 65], '2': [15, 78], '3': [11, 56], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00936,5,"(0, 1, 2, 3, 4)",1.1357650527509358,"{'0': [1, 4], '1': [5, 29], '2': [13, 65], '3': [3, 17], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_01113,5,"(0, 1, 2, 3, 4)",4.659647221851057,"{'0': [17, 84], '1': [10, 51], '2': [1, 9], '3': [4, 22], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00011,5,"(0, 1, 2, 3, 4)",1.8009382866730657,"{'0': [1, 8], '1': [4, 24], '2': [13, 67], '3': [11, 56], '4': [14, 72]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00863,5,"(0, 1, 2, 3, 4)",3.8116311830513174,"{'0': [13, 64], '1': [11, 57], '2': [1, 5], '3': [14, 72], '4': [14, 74]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00330,5,"(0, 1, 2, 3, 4)",4.728366965391803,"{'0': [11, 55], '1': [17, 85], '2': [14, 70], '3': [1, 8], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00923,5,"(0, 1, 2, 3, 4)",0.8371035306729585,"{'0': [17, 83], '1': [11, 55], '2': [11, 56], '3': [4, 20], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01065,5,"(0, 1, 2, 3, 4)",0.9660054415651322,"{'0': [0, 0], '1': [5, 29], '2': [4, 20], '3': [11, 58], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00387,5,"(0, 1, 2, 3, 4)",4.826024052863934,"{'0': [14, 68], '1': [12, 63], '2': [13, 64], '3': [11, 54], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00975,5,"(0, 1, 2, 3, 4)",0.5512807936696051,"{'0': [0, 1], '1': [16, 80], '2': [4, 24], '3': [1, 8], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00906,5,"(0, 1, 2, 3, 4)",4.256287610211945,"{'0': [14, 69], '1': [16, 79], '2': [12, 63], '3': [3, 18], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00720,5,"(0, 1, 2, 3, 4)",4.859220911607419,"{'0': [11, 56], '1': [17, 85], '2': [11, 55], '3': [14, 71], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00318,5,"(0, 1, 2, 3, 4)",0.8896470315331928,"{'0': [0, 1], '1': [1, 5], '2': [16, 79], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00985,5,"(0, 1, 2, 3, 4)",1.2618949774907338,"{'0': [0, 1], '1': [13, 66], '2': [4, 24], '3': [1, 7], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00036,5,"(0, 1, 2, 3, 4)",2.8077782955043964,"{'0': [1, 5], '1': [5, 29], '2': [13, 64], '3': [14, 69], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00006,5,"(0, 1, 2, 3, 4)",3.405710124995732,"{'0': [1, 5], '1': [13, 66], '2': [13, 65], '3': [14, 72], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_01092,5,"(0, 1, 2, 3, 4)",0.9123888081997977,"{'0': [12, 63], '1': [11, 55], '2': [11, 56], '3': [4, 21], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00608,5,"(0, 1, 2, 3, 4)",0.5244413475085211,"{'0': [0, 0], '1': [1, 5], '2': [16, 80], '3': [17, 84], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00876,5,"(0, 1, 2, 3, 4)",4.739817358518784,"{'0': [1, 4], '1': [5, 29], '2': [13, 64], '3': [16, 81], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00666,5,"(0, 1, 2, 3, 4)",1.7263686516038859,"{'0': [14, 71], '1': [5, 29], '2': [11, 56], '3': [11, 57], '4': [11, 59]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00665,5,"(0, 1, 2, 3, 4)",1.1486605920596085,"{'0': [0, 0], '1': [5, 29], '2': [4, 20], '3': [14, 72], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00008,5,"(0, 1, 2, 3, 4)",1.1465392789055007,"{'0': [0, 0], '1': [1, 5], '2': [13, 66], '3': [2, 14], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00873,5,"(0, 1, 2, 3, 4)",1.7163928126404169,"{'0': [17, 84], '1': [11, 56], '2': [1, 6], '3': [4, 21], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00927,5,"(0, 1, 2, 3, 4)",2.2189509264936125,"{'0': [13, 65], '1': [16, 80], '2': [12, 63], '3': [11, 56], '4': [4, 20]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00731,5,"(0, 1, 2, 3, 4)",2.5865558439122722,"{'0': [14, 70], '1': [4, 20], '2': [11, 56], '3': [1, 5], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00135,5,"(0, 1, 2, 3, 4)",6.329685918117646,"{'0': [0, 2], '1': [13, 65], '2': [4, 22], '3': [11, 55], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00920,5,"(0, 1, 2, 3, 4)",1.6316119377113467,"{'0': [11, 56], '1': [17, 85], '2': [16, 82], '3': [1, 9], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00677,5,"(0, 1, 2, 3, 4)",1.0240314636546541,"{'0': [17, 83], '1': [16, 80], '2': [13, 65], '3': [11, 56], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00022,5,"(0, 1, 2, 3, 4)",7.9166822530005,"{'0': [13, 66], '1': [17, 88], '2': [17, 86], '3': [4, 21], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00963,5,"(0, 1, 2, 3, 4)",1.520656262375578,"{'0': [17, 83], '1': [11, 54], '2': [1, 5], '3': [14, 69], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00245,5,"(0, 1, 2, 3, 4)",5.249642717324848,"{'0': [0, 0], '1': [14, 70], '2': [16, 82], '3': [1, 5], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00521,5,"(0, 1, 2, 3, 4)",1.2026338330930022,"{'0': [1, 9], '1': [4, 22], '2': [11, 56], '3': [1, 7], '4': [14, 70]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00603,5,"(0, 1, 2, 3, 4)",3.91628392105378,"{'0': [17, 85], '1': [17, 87], '2': [1, 6], '3': [4, 22], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00308,5,"(0, 1, 2, 3, 4)",1.8921737241563361,"{'0': [0, 0], '1': [1, 4], '2': [10, 50], '3': [2, 14], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00948,5,"(0, 1, 2, 3, 4)",0.6390543140808417,"{'0': [11, 56], '1': [1, 4], '2': [6, 31], '3': [13, 67], '4': [7, 37]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00827,5,"(0, 1, 2, 3, 4)",2.0109108530725193,"{'0': [13, 65], '1': [11, 54], '2': [12, 63], '3': [11, 57], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00385,5,"(0, 1, 2, 3, 4)",4.558543008251754,"{'0': [0, 0], '1': [14, 68], '2': [16, 80], '3': [1, 5], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00529,5,"(0, 1, 2, 3, 4)",2.4147186948251917,"{'0': [2, 14], '1': [12, 63], '2': [15, 78], '3': [16, 80], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00965,5,"(0, 1, 2, 3, 4)",2.1266606584207493,"{'0': [0, 0], '1': [16, 79], '2': [14, 69], '3': [1, 5], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00972,5,"(0, 1, 2, 3, 4)",5.223263262940868,"{'0': [10, 49], '1': [10, 50], '2': [16, 80], '3': [14, 69], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00962,5,"(0, 1, 2, 3, 4)",1.7521484413792885,"{'0': [15, 78], '1': [10, 50], '2': [16, 80], '3': [14, 69], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00573,5,"(0, 1, 2, 3, 4)",3.4084942173065045,"{'0': [14, 68], '1': [17, 84], '2': [1, 5], '3': [14, 69], '4': [13, 65]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00636,5,"(0, 1, 2, 3, 4)",1.4895206395849505,"{'0': [1, 4], '1': [11, 53], '2': [16, 80], '3': [10, 52], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00381,5,"(0, 1, 2, 3, 4)",7.725429255918718,"{'0': [10, 50], '1': [16, 80], '2': [11, 54], '3': [1, 5], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01073,5,"(0, 1, 2, 3, 4)",3.7833614570230854,"{'0': [17, 84], '1': [10, 52], '2': [14, 70], '3': [4, 22], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00721,5,"(0, 1, 2, 3, 4)",1.324474283491163,"{'0': [1, 7], '1': [4, 24], '2': [11, 56], '3': [1, 8], '4': [17, 85]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00908,5,"(0, 1, 2, 3, 4)",2.9043490451802283,"{'0': [0, 0], '1': [1, 5], '2': [10, 49], '3': [15, 78], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01042,5,"(0, 1, 2, 3, 4)",1.930698516162332,"{'0': [10, 49], '1': [11, 56], '2': [17, 85], '3': [4, 21], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00334,5,"(0, 1, 2, 3, 4)",4.160073722089442,"{'0': [2, 14], '1': [0, 1], '2': [4, 24], '3': [10, 51], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
